src_ip,dst_ip,duration,src_bytes,dst_bytes,missed_bytes,src_pkts,src_ip_bytes,dst_pkts,dst_ip_bytes,http_response_body_len
70.226.44.36,192.168.29.172,0.0,54,0,0,1,20,0,0,0
10.27.50.128,192.168.29.172,0.0,54,0,0,1,20,0,0,0
233.236.133.24,192.168.29.172,0.0,54,0,0,1,20,0,0,0
154.234.115.149,192.168.29.172,0.0,54,0,0,1,20,0,0,0
99.57.115.174,192.168.29.172,0.0,54,0,0,1,20,0,0,0
120.129.34.222,192.168.29.172,0.0,54,0,0,1,20,0,0,0
95.217.194.12,192.168.29.172,0.0,54,0,0,1,20,0,0,0
36.129.118.178,192.168.29.172,0.0,54,0,0,1,20,0,0,0
165.61.234.22,192.168.29.172,0.0,54,0,0,1,20,0,0,0
202.53.166.160,192.168.29.172,0.0,54,0,0,1,20,0,0,0
94.164.171.152,192.168.29.172,0.0,54,0,0,1,20,0,0,0
175.161.43.182,192.168.29.172,0.0,54,0,0,1,20,0,0,0
212.237.238.95,192.168.29.172,0.0,54,0,0,1,20,0,0,0
177.117.94.220,192.168.29.172,0.0,54,0,0,1,20,0,0,0
191.34.197.252,192.168.29.172,0.0,54,0,0,1,20,0,0,0
31.134.43.171,192.168.29.172,0.0,54,0,0,1,20,0,0,0
15.120.36.28,192.168.29.172,0.0,54,0,0,1,20,0,0,0
144.146.149.58,192.168.29.172,0.0,54,0,0,1,20,0,0,0
252.36.255.66,192.168.29.172,0.0,54,0,0,1,20,0,0,0
166.50.152.13,192.168.29.172,0.0,54,0,0,1,20,0,0,0
70.50.197.114,192.168.29.172,0.0,54,0,0,1,20,0,0,0
160.234.139.26,192.168.29.172,0.0,54,0,0,1,20,0,0,0
139.195.240.149,192.168.29.172,0.0,54,0,0,1,20,0,0,0
30.233.0.175,192.168.29.172,0.0,54,0,0,1,20,0,0,0
87.98.44.31,192.168.29.172,0.0,54,0,0,1,20,0,0,0
163.200.154.122,192.168.29.172,0.0,54,0,0,1,20,0,0,0
105.238.123.154,192.168.29.172,0.0,54,0,0,1,20,0,0,0
212.167.36.50,192.168.29.172,0.0,54,0,0,1,20,0,0,0
236.115.234.212,192.168.29.172,0.0,54,0,0,1,20,0,0,0
11.228.250.99,192.168.29.172,0.0,54,0,0,1,20,0,0,0
116.225.175.172,192.168.29.172,0.0,54,0,0,1,20,0,0,0
108.156.205.40,192.168.29.172,0.0,54,0,0,1,20,0,0,0
94.58.36.153,192.168.29.172,0.0,54,0,0,1,20,0,0,0
139.36.122.57,192.168.29.172,0.0,54,0,0,1,20,0,0,0
226.107.226.178,192.168.29.172,0.0,54,0,0,1,20,0,0,0
115.217.5.111,192.168.29.172,0.0,54,0,0,1,20,0,0,0
174.23.236.40,192.168.29.172,0.0,54,0,0,1,20,0,0,0
94.50.134.127,192.168.29.172,0.0,54,0,0,1,20,0,0,0
223.64.115.227,192.168.29.172,0.0,54,0,0,1,20,0,0,0
226.49.116.134,192.168.29.172,0.0,54,0,0,1,20,0,0,0
106.167.95.160,192.168.29.172,0.0,54,0,0,1,20,0,0,0
213.62.193.194,192.168.29.172,0.0,54,0,0,1,20,0,0,0
86.208.176.250,192.168.29.172,0.0,54,0,0,1,20,0,0,0
58.53.120.160,192.168.29.172,0.0,54,0,0,1,20,0,0,0
103.95.234.250,192.168.29.172,0.0,54,0,0,1,20,0,0,0
99.106.61.115,192.168.29.172,0.0,54,0,0,1,20,0,0,0
52.174.44.170,192.168.29.172,0.0,54,0,0,1,20,0,0,0
115.133.156.166,192.168.29.172,0.0,54,0,0,1,20,0,0,0
121.22.167.49,192.168.29.172,0.0,54,0,0,1,20,0,0,0
111.175.173.36,192.168.29.172,0.0,54,0,0,1,20,0,0,0
195.177.50.129,192.168.29.172,0.0,54,0,0,1,20,0,0,0
36.87.144.33,192.168.29.172,0.0,54,0,0,1,20,0,0,0
27.195.227.103,192.168.29.172,0.0,54,0,0,1,20,0,0,0
165.109.14.233,192.168.29.172,0.0,54,0,0,1,20,0,0,0
31.198.31.57,192.168.29.172,0.0,54,0,0,1,20,0,0,0
108.212.81.76,192.168.29.172,0.0,54,0,0,1,20,0,0,0
173.129.57.127,192.168.29.172,0.0,54,0,0,1,20,0,0,0
28.152.89.153,192.168.29.172,0.0,54,0,0,1,20,0,0,0
94.123.44.198,192.168.29.172,0.0,54,0,0,1,20,0,0,0
144.161.108.205,192.168.29.172,0.0,54,0,0,1,20,0,0,0
130.114.160.153,192.168.29.172,0.0,54,0,0,1,20,0,0,0
118.12.208.152,192.168.29.172,0.0,54,0,0,1,20,0,0,0
175.85.172.88,192.168.29.172,0.0,54,0,0,1,20,0,0,0
19.36.250.123,192.168.29.172,0.0,54,0,0,1,20,0,0,0
43.233.171.25,192.168.29.172,0.0,54,0,0,1,20,0,0,0
238.69.50.103,192.168.29.172,0.0,54,0,0,1,20,0,0,0
95.153.165.114,192.168.29.172,0.0,54,0,0,1,20,0,0,0
36.166.62.243,192.168.29.172,0.0,54,0,0,1,20,0,0,0
225.222.213.58,192.168.29.172,0.0,54,0,0,1,20,0,0,0
213.98.118.139,192.168.29.172,0.0,54,0,0,1,20,0,0,0
118.87.5.14,192.168.29.172,0.0,54,0,0,1,20,0,0,0
236.144.50.175,192.168.29.172,0.0,54,0,0,1,20,0,0,0
220.109.233.149,192.168.29.172,0.0,54,0,0,1,20,0,0,0
34.118.49.144,192.168.29.172,0.0,54,0,0,1,20,0,0,0
202.64.76.71,192.168.29.172,0.0,54,0,0,1,20,0,0,0
223.43.197.132,192.168.29.172,0.0,54,0,0,1,20,0,0,0
167.122.96.226,192.168.29.172,0.0,54,0,0,1,20,0,0,0
54.252.115.250,192.168.29.172,0.0,54,0,0,1,20,0,0,0
173.36.149.49,192.168.29.172,0.0,54,0,0,1,20,0,0,0
250.177.145.71,192.168.29.172,0.0,54,0,0,1,20,0,0,0
41.250.109.156,192.168.29.172,0.0,54,0,0,1,20,0,0,0
149.120.103.228,192.168.29.172,0.0,54,0,0,1,20,0,0,0
149.129.107.151,192.168.29.172,0.0,54,0,0,1,20,0,0,0
195.122.233.253,192.168.29.172,0.0,54,0,0,1,20,0,0,0
120.154.99.62,192.168.29.172,0.0,54,0,0,1,20,0,0,0
15.240.31.104,192.168.29.172,0.0,54,0,0,1,20,0,0,0
252.128.70.253,192.168.29.172,0.0,54,0,0,1,20,0,0,0
87.88.197.217,192.168.29.172,0.0,54,0,0,1,20,0,0,0
120.91.252.232,192.168.29.172,0.0,54,0,0,1,20,0,0,0
236.28.111.19,192.168.29.172,0.0,54,0,0,1,20,0,0,0
85.114.184.104,192.168.29.172,0.0,54,0,0,1,20,0,0,0
250.76.88.58,192.168.29.172,0.0,54,0,0,1,20,0,0,0
98.50.107.171,192.168.29.172,0.0,54,0,0,1,20,0,0,0
240.252.28.145,192.168.29.172,0.0,54,0,0,1,20,0,0,0
115.85.76.109,192.168.29.172,0.0,54,0,0,1,20,0,0,0
149.36.175.123,192.168.29.172,0.0,54,0,0,1,20,0,0,0
233.133.166.248,192.168.29.172,0.0,54,0,0,1,20,0,0,0
104.225.216.36,192.168.29.172,0.0,54,0,0,1,20,0,0,0
153.175.19.191,192.168.29.172,0.0,54,0,0,1,20,0,0,0
145.174.226.77,192.168.29.172,0.0,54,0,0,1,20,0,0,0
74.74.53.34,192.168.29.172,0.0,54,0,0,1,20,0,0,0
36.11.129.203,192.168.29.172,0.0,54,0,0,1,20,0,0,0
129.115.165.195,192.168.29.172,0.0,54,0,0,1,20,0,0,0
43.87.33.91,192.168.29.172,0.0,54,0,0,1,20,0,0,0
198.31.91.43,192.168.29.172,0.0,54,0,0,1,20,0,0,0
165.174.233.41,192.168.29.172,0.0,54,0,0,1,20,0,0,0
165.196.61.153,192.168.29.172,0.0,54,0,0,1,20,0,0,0
191.244.208.105,192.168.29.172,0.0,54,0,0,1,20,0,0,0
58.28.77.149,192.168.29.172,0.0,54,0,0,1,20,0,0,0
66.118.149.101,192.168.29.172,0.0,54,0,0,1,20,0,0,0
254.144.144.197,192.168.29.172,0.0,54,0,0,1,20,0,0,0
115.165.49.104,192.168.29.172,0.0,54,0,0,1,20,0,0,0
74.58.13.120,192.168.29.172,0.0,54,0,0,1,20,0,0,0
85.233.94.195,192.168.29.172,0.0,54,0,0,1,20,0,0,0
222.170.64.118,192.168.29.172,0.0,54,0,0,1,20,0,0,0
228.120.52.121,192.168.29.172,0.0,54,0,0,1,20,0,0,0
234.165.0.153,192.168.29.172,0.0,54,0,0,1,20,0,0,0
177.177.191.94,192.168.29.172,0.0,54,0,0,1,20,0,0,0
125.171.225.195,192.168.29.172,0.0,54,0,0,1,20,0,0,0
151.30.238.109,192.168.29.172,0.0,54,0,0,1,20,0,0,0
172.217.95.49,192.168.29.172,0.0,54,0,0,1,20,0,0,0
220.40.165.77,192.168.29.172,0.0,54,0,0,1,20,0,0,0
27.144.0.86,192.168.29.172,0.0,54,0,0,1,20,0,0,0
41.62.43.133,192.168.29.172,0.0,54,0,0,1,20,0,0,0
202.194.24.69,192.168.29.172,0.0,54,0,0,1,20,0,0,0
115.23.118.0,192.168.29.172,0.0,54,0,0,1,20,0,0,0
154.226.40.61,192.168.29.172,0.0,54,0,0,1,20,0,0,0
28.50.149.240,192.168.29.172,0.0,54,0,0,1,20,0,0,0
171.118.193.193,192.168.29.172,0.0,54,0,0,1,20,0,0,0
13.197.221.195,192.168.29.172,0.0,54,0,0,1,20,0,0,0
205.52.226.114,192.168.29.172,0.0,54,0,0,1,20,0,0,0
107.165.165.17,192.168.29.172,0.0,54,0,0,1,20,0,0,0
10.154.132.94,192.168.29.172,0.0,54,0,0,1,20,0,0,0
49.58.13.87,192.168.29.172,0.0,54,0,0,1,20,0,0,0
171.133.37.197,192.168.29.172,0.0,54,0,0,1,20,0,0,0
87.127.144.118,192.168.29.172,0.0,54,0,0,1,20,0,0,0
105.144.238.128,192.168.29.172,0.0,54,0,0,1,20,0,0,0
220.170.70.143,192.168.29.172,0.0,54,0,0,1,20,0,0,0
22.57.103.223,192.168.29.172,0.0,54,0,0,1,20,0,0,0
34.194.221.254,192.168.29.172,0.0,54,0,0,1,20,0,0,0
95.10.170.118,192.168.29.172,0.0,54,0,0,1,20,0,0,0
216.108.234.92,192.168.29.172,0.0,54,0,0,1,20,0,0,0
144.30.44.233,192.168.29.172,0.0,54,0,0,1,20,0,0,0
175.116.114.240,192.168.29.172,0.0,54,0,0,1,20,0,0,0
71.101.136.36,192.168.29.172,0.0,54,0,0,1,20,0,0,0
202.194.248.173,192.168.29.172,0.0,54,0,0,1,20,0,0,0
171.233.217.23,192.168.29.172,0.0,54,0,0,1,20,0,0,0
195.175.196.109,192.168.29.172,0.0,54,0,0,1,20,0,0,0
62.115.165.236,192.168.29.172,0.0,54,0,0,1,20,0,0,0
75.139.31.121,192.168.29.172,0.0,54,0,0,1,20,0,0,0
136.161.26.223,192.168.29.172,0.0,54,0,0,1,20,0,0,0
103.26.76.117,192.168.29.172,0.0,54,0,0,1,20,0,0,0
220.62.195.96,192.168.29.172,0.0,54,0,0,1,20,0,0,0
74.92.123.37,192.168.29.172,0.0,54,0,0,1,20,0,0,0
123.27.198.92,192.168.29.172,0.0,54,0,0,1,20,0,0,0
120.226.253.154,192.168.29.172,0.0,54,0,0,1,20,0,0,0
28.250.208.195,192.168.29.172,0.0,54,0,0,1,20,0,0,0
62.106.161.127,192.168.29.172,0.0,54,0,0,1,20,0,0,0
120.115.121.87,192.168.29.172,60.271675,108,0,0,2,40,0,0,0
33.226.61.43,192.168.29.172,0.0,54,0,0,1,20,0,0,0
178.70.98.40,192.168.29.172,0.0,54,0,0,1,20,0,0,0
74.127.49.37,192.168.29.172,0.0,54,0,0,1,20,0,0,0
36.95.203.54,192.168.29.172,0.0,54,0,0,1,20,0,0,0
171.226.120.254,192.168.29.172,0.0,54,0,0,1,20,0,0,0
129.143.233.37,192.168.29.172,0.0,54,0,0,1,20,0,0,0
87.217.104.224,192.168.29.172,0.0,54,0,0,1,20,0,0,0
36.109.28.87,192.168.29.172,0.0,54,0,0,1,20,0,0,0
255.91.2.165,192.168.29.172,0.0,54,0,0,1,20,0,0,0
217.123.38.254,192.168.29.172,0.0,54,0,0,1,20,0,0,0
190.240.13.61,192.168.29.172,0.0,54,0,0,1,20,0,0,0
36.190.167.120,192.168.29.172,0.0,54,0,0,1,20,0,0,0
31.130.96.86,192.168.29.172,0.0,54,0,0,1,20,0,0,0
95.237.149.115,192.168.29.172,0.0,54,0,0,1,20,0,0,0
105.146.34.232,192.168.29.172,0.0,54,0,0,1,20,0,0,0
213.133.98.66,192.168.29.172,0.0,54,0,0,1,20,0,0,0
217.238.77.92,192.168.29.172,0.0,54,0,0,1,20,0,0,0
175.120.151.88,192.168.29.172,0.0,54,0,0,1,20,0,0,0
243.42.149.87,192.168.29.172,0.0,54,0,0,1,20,0,0,0
114.253.49.152,192.168.29.172,0.0,54,0,0,1,20,0,0,0
33.117.122.195,192.168.29.172,0.0,54,0,0,1,20,0,0,0
34.164.172.125,192.168.29.172,0.0,54,0,0,1,20,0,0,0
98.99.151.149,192.168.29.172,0.0,54,0,0,1,20,0,0,0
28.42.44.106,192.168.29.172,0.0,54,0,0,1,20,0,0,0
87.228.222.187,192.168.29.172,0.0,54,0,0,1,20,0,0,0
139.220.167.70,192.168.29.172,0.0,54,0,0,1,20,0,0,0
86.233.154.166,192.168.29.172,0.0,54,0,0,1,20,0,0,0
187.87.61.62,192.168.29.172,0.0,54,0,0,1,20,0,0,0
54.205.104.89,192.168.29.172,0.0,54,0,0,1,20,0,0,0
122.203.103.165,192.168.29.172,0.0,54,0,0,1,20,0,0,0
252.53.237.94,192.168.29.172,0.0,54,0,0,1,20,0,0,0
223.62.64.81,192.168.29.172,0.0,54,0,0,1,20,0,0,0
244.87.43.184,192.168.29.172,0.0,54,0,0,1,20,0,0,0
49.57.120.85,192.168.29.172,0.0,54,0,0,1,20,0,0,0
107.115.123.36,192.168.29.172,0.0,54,0,0,1,20,0,0,0
133.74.212.50,192.168.29.172,0.0,54,0,0,1,20,0,0,0
106.166.118.226,192.168.29.172,0.0,54,0,0,1,20,0,0,0
125.165.36.120,192.168.29.172,0.0,54,0,0,1,20,0,0,0
54.58.57.154,192.168.29.172,0.0,54,0,0,1,20,0,0,0
165.120.77.175,192.168.29.172,0.0,54,0,0,1,20,0,0,0
248.36.253.174,192.168.29.172,0.0,54,0,0,1,20,0,0,0
156.97.232.53,192.168.29.172,0.0,54,0,0,1,20,0,0,0
165.190.114.174,192.168.29.172,0.0,54,0,0,1,20,0,0,0
12.184.208.98,192.168.29.172,0.0,54,0,0,1,20,0,0,0
193.104.217.191,192.168.29.172,0.0,54,0,0,1,20,0,0,0
33.91.177.115,192.168.29.172,0.0,54,0,0,1,20,0,0,0
208.115.99.22,192.168.29.172,0.0,54,0,0,1,20,0,0,0
151.34.28.28,192.168.29.172,0.0,54,0,0,1,20,0,0,0
197.36.40.132,192.168.29.172,0.0,54,0,0,1,20,0,0,0
170.127.11.49,192.168.29.172,0.0,54,0,0,1,20,0,0,0
34.76.28.22,192.168.29.172,0.0,54,0,0,1,20,0,0,0
167.52.123.203,192.168.29.172,0.0,54,0,0,1,20,0,0,0
34.85.170.170,192.168.29.172,0.0,54,0,0,1,20,0,0,0
127.174.31.69,192.168.29.172,0.0,54,0,0,1,20,0,0,0
237.88.69.31,192.168.29.172,0.0,54,0,0,1,20,0,0,0
58.77.10.226,192.168.29.172,0.0,54,0,0,1,20,0,0,0
236.237.87.44,192.168.29.172,0.0,54,0,0,1,20,0,0,0
194.28.58.175,192.168.29.172,0.0,54,0,0,1,20,0,0,0
125.196.125.195,192.168.29.172,0.0,54,0,0,1,20,0,0,0
164.115.77.62,192.168.29.172,0.0,54,0,0,1,20,0,0,0
156.129.226.96,192.168.29.172,0.0,54,0,0,1,20,0,0,0
173.122.2.89,192.168.29.172,0.0,54,0,0,1,20,0,0,0
195.120.250.87,192.168.29.172,0.0,54,0,0,1,20,0,0,0
66.255.87.149,192.168.29.172,0.0,54,0,0,1,20,0,0,0
101.149.109.31,192.168.29.172,0.0,54,0,0,1,20,0,0,0
76.226.76.152,192.168.29.172,0.0,54,0,0,1,20,0,0,0
237.237.165.66,192.168.29.172,0.0,54,0,0,1,20,0,0,0
164.88.106.120,192.168.29.172,0.0,54,0,0,1,20,0,0,0
98.5.177.173,192.168.29.172,0.0,54,0,0,1,20,0,0,0
10.57.23.236,192.168.29.172,0.0,54,0,0,1,20,0,0,0
50.200.191.236,192.168.29.172,0.0,54,0,0,1,20,0,0,0
49.26.28.70,192.168.29.172,0.0,54,0,0,1,20,0,0,0
174.240.120.154,192.168.29.172,0.0,54,0,0,1,20,0,0,0
213.233.216.105,192.168.29.172,0.0,54,0,0,1,20,0,0,0
226.171.171.50,192.168.29.172,0.0,54,0,0,1,20,0,0,0
165.50.163.19,192.168.29.172,0.0,54,0,0,1,20,0,0,0
91.128.226.105,192.168.29.172,0.0,54,0,0,1,20,0,0,0
240.166.19.50,192.168.29.172,0.0,54,0,0,1,20,0,0,0
68.42.149.109,192.168.29.172,0.0,54,0,0,1,20,0,0,0
222.130.139.195,192.168.29.172,0.0,54,0,0,1,20,0,0,0
105.106.198.171,192.168.29.172,63.104478,108,0,0,2,40,0,0,0
175.191.118.129,192.168.29.172,0.0,54,0,0,1,20,0,0,0
42.237.127.108,192.168.29.172,0.0,54,0,0,1,20,0,0,0
